Kode KBLI 2025,Judul KBLI 2025,Uraian KBLI 2025,Padanan KBLI 2020,Jenis Perubahan,Skala Usaha → Tingkat Risiko,Perizinan Berusaha,Jangka Waktu Penerbitan
82200,Aktivitas Pusat Panggilan (Call Center),"Kelompok ini mencakup: - kegiatan pusat panggilan masuk (inbound call center), termasuk menjawab panggilan dari klien menggunakan operator manusia atau menggunakan kecerdasan buatan, distribusi panggilan otomatis, integrasi telepon komputer, sistem respons suara interaktif, atau metode serupa untuk menerima pesanan, menyediakan informasi produk, menangani permintaan bantuan pelanggan, atau menangani keluhan pelanggan; - kegiatan pusat panggilan keluar (outbound call center) yang menggunakan metode serupa untuk menjual atau memasarkan barang atau jasa kepada calon pelanggan, melakukan wawancara telepon untuk survei riset pasar dan opini atas dasar balas jasa atau kontrak; - pusat kontak web. Kelompok ini juga mencakup pusat yang menangani permintaan bantuan pelanggan atau menangani keluhan pelanggan melalui saluran komunikasi lain. Kelompok ini tidak mencakup - riset pasar dan jajak pendapat opini publik serta analisis statistik, lihat subgolongan 7320; - - kegiatan pialang dan agen untuk tenaga listrik dan gas alam, lihat golongan 354; - kegiatan jasa intermediasi untuk jasa konstruksi khusus, lihat subgolongan 4340; - kegiatan jasa intermediasi untuk penjualan eceran, lihat subgolongan 4790; - kegiatan jasa intermediasi untuk angkutan barang dan penumpang, lihat subgolongan 5231, 5232; - kegiatan jasa intermediasi untuk kegiatan pos dan kurir, lihat subgolongan 5330; kegiatan jasa intermediasi untuk akomodasi, lihat subgolongan 5540; - kegiatan jasa intermediasi untuk kegiatan jasa makanan dan minuman, lihat subgolongan 5640; - kegiatan jasa intermediasi untuk kegiatan telekomunikasi, lihat subgolongan 6120; - kegiatan jasa intermediasi keuangan dan asuransi, lihat kategori L (misalnya, subgolongan 6622 kegiatan agen dan pialang asuransi); - kegiatan jasa intermediasi untuk kegiatan real estat, lihat subgolongan 6821; - kegiatan jasa perantara paten (pemasaran), lihat subgolongan 7491; - kegiatan jasa intermediasi untuk penyewaan dan leasing barang berwujud dan aset tidak berwujud non-keuangan, lihat golongan 775; - kegiatan jasa intermediasi untuk kegiatan pendukung bisnis (kecuali intermediasi keuangan) yang tidak tercantum di tempat lain, lihat subgolongan 8240; - kegiatan jasa intermediasi untuk kursus dan tutor, lihat subgolongan 8561; - kegiatan jasa intermediasi untuk jasa medis, gigi, dan layanan kesehatan lainnya, lihat subgolongan 8691; - aktivitas jasa intermediasi untuk kegiatan perawatan residensial, lihat subgolongan 8791; - aktivitas jasa intermediasi untuk perbaikan dan pemeliharaan komputer, barang pribadi dan rumah tangga, serta kendaraan bermotor dan sepeda motor, lihat subgolongan 9540; - aktivitas jasa intermediasi untuk layanan pribadi lainnya, lihat subgolongan 9640.",82200 - Aktivitas call centre,-,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin - Izin Penyelenggaraan Jasa Pusat Panggilan Informasi (Call Center),3 Hari
82300,Penyelenggaraan Konvensi dan Pameran Bisnis,"Kelompok ini mencakup pengorganisasian, promosi, dan/atau pengelolaan acara, seperti - pameran bisnis dan dagang; - acara perusahaan; - - pameran umum atau khusus; - konferensi dan konvensi; - seminar, simposium, dan lokakarya; - pasar pertanian dan pameran kerajinan; - festival pedesaan. Kegiatan tersebut dapat berupa bagian dari rangkaian kegiatan pertemuan, perjalanan insentif, konferensi, dan pameran (MICE). Kelompok ini juga dapat mencakup pengelolaan dan penyediaan staf untuk mengoperasikan fasilitas tempat berlangsungnya acara-acara tersebut, tetapi hanya jika pengelolaan dan penyediaan staf tersebut dilakukan sehubungan dengan pengorganisasian, promosi, dan/atau pengelolaan acara tersebut. Kelompok ini juga mencakup perencanaan teknis, penyediaan, pemasangan, dan pengoperasian peralatan audiovisual dan efek khusus yang berkaitan dengan penyelenggaraan konferensi, konvensi, dan pameran dagang. Kelompok ini tidak mencakup - konstruksi stan/boot pameran tergantung pada jenis instalasi yang dilakukan, lihat golongan pokok 43; - penyelenggaraan acara budaya, seperti festival film, festival musikal, atau festival tari, lihat subgolongan 9039; - penyelenggaraan acara olahraga, lihat subgolongan 9319; - penyelenggaraan upacara atau perayaan pribadi, termasuk pernikahan, upacara pemberian nama, pesta ulang tahun, dll., lihat subgolongan 9690; - perencanaan teknis, penyediaan, pemasangan, dan pengoperasian peralatan audiovisual dan efek khusus yang berkaitan dengan penyelenggaraan acara seni langsung, subgolongan 9039; - perencanaan teknis, penyediaan, pemasangan, dan pengoperasian peralatan audiovisual dan efek khusus yang berkaitan dengan penyelenggaraan acara olahraga langsung, lihat subgolongan 9319; - perencanaan teknis, penyediaan, pemasangan, dan pengoperasian peralatan audiovisual dan efek khusus yang berkaitan dengan penyelenggaraan acara hiburan dan rekreasi langsung, lihat subgolongan 9329.","82301 - Jasa Penyelenggara Pertemuan, Perjalanan Insentif, Konferensi dan Pameran (MICE)",Recoding/Pindah Kode,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Rendah
Usaha Besar → Menengah Rendah","NIB
Sertifikat Standar",-
82400,Jasa Intermediasi untuk Aktivitas Penunjang Usaha YTDL Selain Intermediasi Finansial,"Kelompok ini mencakup aktivitas jasa intermediasi untuk aktivitas penunjang usaha yang tidak tercantum di tempat lain. Kelompok ini mencakup unit yang mempertemukan klien dan penyedia layanan atas dasar balas jasa atau kontrak. Aktivitas intermediasi ini dapat dilakukan melalui platform digital atau melalui saluran nondigital (tatap muka, pintu ke pintu, telepon, surat, dll.). Balas jasa atau komisi dapat diterima dari klien atau penyedia layanan. Pendapatan untuk aktivitas intermediasi dapat mencakup sumber pendapatan lain, seperti pendapatan dari iklan. - Kelompok ini juga mencakup - kegiatan reservasi dan penjualan tiket untuk acara teater, olahraga, dan hiburan lainnya. Kelompok ini tidak mencakup - kegiatan pialang dan agen untuk tenaga listrik dan gas alam, lihat golongan 354; - kegiatan intermediasi untuk jasa konstruksi khusus, lihat golongan 434; - perdagangan besar berdasarkan balas jasa atau kontrak, lihat golongan 461; - kegiatan jasa intermediasi untuk penjualan eceran, lihat subgolongan 4790; - kegiatan jasa intermediasi untuk transportasi, lihat golongan 523; kegiatan jasa intermediasi untuk kegiatan pos dan kurir, lihat subgolongan 5330; - kegiatan jasa intermediasi untuk akomodasi, lihat subgolongan 5540; - kegiatan jasa intermediasi untuk kegiatan layanan makanan dan minuman, lihat subgolongan 5640; - kegiatan jasa intermediasi untuk penerbitan perangkat lunak, lihat golongan 582; - kegiatan jasa intermediasi untuk kegiatan telekomunikasi, lihat subgolongan 6120; - kegiatan jasa intermediasi untuk keuangan dan asuransi, lihat kategori L; - kegiatan jasa intermediasi untuk aktivitas real estat, lihat subgolongan 6821; - aktivitas jasa perantara paten (pemasaran), lihat subgolongan 7491; - kegiatan jasa intermediasi untuk penyewaan dan sewa guna usaha barang berwujud dan aset tidak berwujud nonkeuangan, lihat golongan 775; - aktivitas agen perjalanan, lihat subgolongan 7911; - aktivitas jasa intermediasi untuk kursus dan tutor, subgolongan 8561; - aktivitas jasa intermediasi untuk layanan medis, gigi, dan layanan kesehatan lainnya, lihat subgolongan 8691; - aktivitas jasa intermediasi untuk aktivitas perawatan dalam panti, lihat subgolongan 8791; - aktivitas jasa intermediasi untuk perbaikan dan pemeliharaan komputer, barang pribadi dan barang rumah tangga, serta kendaraan bermotor dan sepeda motor, lihat subgolongan 9540; - aktivitas jasa intermediasi untuk layanan pribadi, lihat subgolongan 9640.","63122 - Portal Web Dan/Atau Platform Digital Dengan Tujuan Komersial
79990 - Jasa Reservasi Lainnya YBDI YTDL
82301 - Jasa Penyelenggara Pertemuan, Perjalanan Insentif, Konferensi dan Pameran (MICE)
82302 - Jasa Penyelenggara Event Khusus (Special Event)
82990 - Aktivitas Jasa Penunjang Usaha Lainnya YTDL",Pecah Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Tinggi
Usaha Besar → Rendah
Usaha Besar → Menengah Rendah
Usaha Besar → Menengah Tinggi
Usaha Besar → Tinggi","Izin
Izin - Persetujuan Pusat Registrasi SRG
Izin - Surat Izin Usaha Perdagangan Melalui Sistem Elektronik (SIUPMSE)
NIB
Sertifikat Standar","-
3 Hari
7 Hari"
82911,Aktivitas Agen Penagihan,"Kelompok ini mencakup kegiatan penagihan pembayaran klaim dan pengiriman pembayaran yang ditagihkan kepada klien, seperti layanan penagihan tagihan atau utang.",82911 - Aktivitas Debt Collection,-,-,-,-
82912,Aktivitas Biro Kredit,"Kelompok ini mencakup kegiatan penyusunan dan penyediaan informasi, seperti riwayat kredit dan/atau pekerjaan individu, kepada lembaga keuangan, peritel, dan pihak lain yang memerlukan evaluasi kelayakan kredit individu, individu, atau bisnis tersebut. Kelompok ini juga mencakup kegiatan lembaga pengelola informasi perkreditan dan pemeringkatan kredit alternatif.",82912 - Aktivitas Lembaga Pengelola Informasi Perkreditan,-,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,-
82921,"Aktivitas Pengepakan Bahan dan Produk Hasil Pertanian, Perkebunan, Kehutanan, dan Perikanan","Kelompok ini mencakup kegiatan pengemasan atas dasar balas jasa atau kontrak untuk bahan dan produk hasil pertanian, perkebunan, kehutanan dan perikanan, baik menggunakan suatu proses otomatis ataupun manual. Kelompok ini mencakup kegiatan pembotolan cairan, pengemasan benda padat, pelabelan, pemberian cap, dan sterilisasi produk terkait pengepakan, dan kegiatan terkait pengepakan lainnya untuk bahan dan produk hasil pertanian, perkebunan, kehutanan dan perikanan.","03143 - Jasa Pasca Panen Penangkapan Ikan Di Perairan Darat
03243 - Jasa Pasca Panen Budidaya Ikan Air Tawar
03263 - Jasa Pasca Panen Budidaya Ikan Air Payau
82920 - Aktivitas Pengepakan",Pecah Kode,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Menengah Rendah
Usaha Besar → Tinggi","Izin
NIB
Sertifikat Standar","-
7 Hari"
82922,Aktivitas Pengepakan Bahan dan Produk Makanan dan Minuman Olahan,"Kelompok ini mencakup kegiatan pengemasan atas dasar balas jasa atau kontrak, baik menggunakan suatu proses otomatis ataupun manual, untuk bahan dan produk makanan dan minuman olahan. Kelompok ini mencakup kegiatan pembotolan cairan yang mencakup minuman dan makanan, pengemasan benda padat (blister packaging, pembungkusan dengan foil aluminium, dll.), pelabelan, pemberian cap, sterilisasi produk yang terkait dengan pengepakan, dan kegiatan terkait pengepakan lainnya untuk bahan dan produk makanan dan minuman olahan.",82920 - Aktivitas Pengepakan,Pecah Kode,"Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi","Izin
Sertifikat Standar",7 Hari
82923,Aktivitas Pengepakan Tekstil dan Produk Tekstil,"Kelompok ini mencakup kegiatan pengemasan atas dasar balas jasa atau kontrak, baik menggunakan suatu proses otomatis ataupun manual, untuk tekstil dan produk tekstil. Kelompok ini mencakup kegiatan pengemasan, pembungkusan dengan aman, pelabelan, pemberian cap, sterilisasi produk, dan kegiatan terkait pengepakan lainnya untuk tekstil dan produk tekstil.",82920 - Aktivitas Pengepakan,Pecah Kode,"Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi","Izin
Sertifikat Standar",7 Hari
82924,Aktivitas Pengepakan Bahan dan Produk Kimia,"Kelompok ini mencakup kegiatan pengemasan atas dasar balas jasa atau kontrak, baik menggunakan suatu proses otomatis, ataupun manual untuk bahan dan produk kimia. Kelompok ini mencakup kegiatan pembotolan cairan, pengemasan benda padat (blister packaging, pembungkusan dengan foil aluminium, dll.) pengemasan yang aman untuk bahan dan produk kimia, pelabelan, pemberian cap, sterilisasi produk, dan kegiatan terkait pengepakan lainnya untuk bahan dan produk kimia.",82920 - Aktivitas Pengepakan,Pecah Kode,"Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi","Izin
Sertifikat Standar",7 Hari
82925,Aktivitas Pengepakan Bahan dan Produk Farmasi,"Kelompok ini mencakup kegiatan pengemasan atas dasar balas jasa atau kontrak, baik menggunakansuatu proses otomatis ataupun manual, untuk bahan dan produk farmasi atau obat-obatan. Kelompok ini mencakup kegiatan pembotolan cairan bahan dan produk farmasi, pengemasan bahan dan produk farmasi berbentuk padat (blister packaging, pembungkusan dengan foil aluminium, dll.), pengemasan yang aman untuk obat-obatan dan bahan obat-obatan, pelabelan, pemberian cap, sterilisasi produk, dan kegiatan terkait pengepakan lainnya untuk bahan dan produk farmasi.",82920 - Aktivitas Pengepakan,Pecah Kode,"Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi","Izin
Sertifikat Standar",7 Hari
82929,Aktivitas Pengepakan Lainnya,"Kelompok ini mencakup kegiatan pengemasan seperti pembotolan cairan, pengemasan benda padat, pelabelan, pemberian cap, dan sterilisasi produk atas dasar balas jasa atau kontrak, baik menggunakan suatu proses otomatis, ataupun manual untuk produk selain pada kelompok 82921 s.d. 82925. Kelompok ini juga mencakup kegiatan pengemasan parsel atau bingkisan dan pembungkusan hadiah.",82920 - Aktivitas Pengepakan,Pecah Kode,"Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi","Izin
Sertifikat Standar",7 Hari
82990,Aktivitas Jasa Penunjang Usaha Lainnya YTDL,"Kelompok ini mencakup - penggalangan dana berdasarkan atas dasar balas jasa atau kontrak; - layanan pelaporan pengadilan atau perekaman stenografi; - layanan stenografi publik; - pembuatan takarir/caption secara langsung (simultan) untuk rapat, konferensi; - layanan pengodean batang; - layanan pencetakan kode batang/barcode; - layanan penyitaan kembali; - layanan pengumpulan koin meteran parkir; - kegiatan penanganan voucer restoran; - pemberian bantuan dalam registrasi kendaraan bermotor; - kegiatan jasa relokasi; - administrasi paket hadiah untuk kegiatan rekreasi; - kegiatan penerbitan dan penanganan voucer; - penggalangan dana berbasis donasi; - perdagangan dan perantara aset kripto tanpa kewajiban terkait (bukan oleh otoritas moneter); - layanan domisili perusahaan; - pembacaan konsumsi panas dan air panas, termasuk alokasi biaya; - kegiatan pelelangan independen; - administrasi program loyalitas; - layanan pusat registrasi sistem resi gudang; - penjualan kotak perjalanan: bentuk distribusi layanan yang terkait dengan perjalanan, tetapi berupa layanan tertunda, yang dapat berupa apa saja: hotel, restoran, perawatan, kegiatan rekreasi, dll.). Kelompok ini tidak mencakup - penyediaan layanan pemberian teks atau takarir film atau kaset, lihat subgolongan 5912; - perdagangan dan perantara aset kripto dengan liabilitas terkait, lihat subgolongan 6612; - aktivitas pusat layanan bersama (SSC) dengan dua atau lebih aktivitas gabungan (rangkaian layanan administratif) yang menyediakan tugas operasional untuk seluruh perusahaan atau grup, misalnya penerimaan, perencanaan keuangan, penagihan dan pencatatan, serta layanan kepegawaian dan surat untuk kelompok perusahaan yang sama, lihat subgolongan 8210; - penyediaan layanan transkripsi dokumen, lihat subgolongan 8210; - aktivitas pusat layanan bersama (SSC) dengan aktivitas strategis dan manajerial/aktivitas terpusat, lihat subgolongan 7010; - pengelolaan praktik administrasi dan layanan konsultasi digital, lihat subgolongan 7020; - aktivitas layanan intermediasi untuk aktivitas layanan pendukung bisnis yang tidak disebutkan namanya, lihat subgolongan 8240; - penggalangan dana untuk pekerjaan sosial, lihat subgolongan 8890.",82990 - Aktivitas Jasa Penunjang Usaha Lainnya YTDL,Tetap,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi","Izin
Izin - Persetujuan Pusat Registrasi SRG","-
3 Hari"
84111,Lembaga Legislatif,"Kelompok ini mencakup kegiatan kelembagaan MPR, DPR, dan DPRD beserta kesekretariatannya, yang berfungsi utama mengambil keputusan-keputusan konstitusional yang bersifat dasar dan prinsip dalam perumusan kebijaksanaan pemerintah. Cakupan kegiatan dalam kelompok ini termasuk membuat, mengubah, atau mencabut undang-undang atau peraturan pemerintah serta membina administrasi pemerintah untuk melaksanakan kebijaksanaan pemerintah dan undang-undang, peraturan pemerintah, dan ketentuan-ketentuan lain yang berlaku, termasuk mengambil keputusan, penetapan, dan pengesahan anggaran pendapatan dan pengeluaran, anggaran investasi, serta rencana jangka panjang.",84111 - Lembaga Legislatif,Tetap,-,-,-
84112,Penyelenggaraan Pemerintahan Negara dan Kesekretariatan Negara,"Kelompok ini mencakup seluruh kegiatan proses penyelenggaraan pemerintah untuk mencapai tujuan negara yang telah ditetapkan oleh badan legislatif, yaitu kegiatan yang dilaksanakan oleh presiden, wakil presiden, Kementerian Sekretariat Negara, Sekretariat Kabinet, Kementerian Dalam Negeri, gubernur, bupati, walikota, camat, dan lurah/kepala desa, yang mempunyai tugas merencanakan, memimpin dan mengawasi penyelenggaraan pemerintahan.",84112 - Penyelenggaraan Pemerintah Negara Dan Kesekretariatan Negara,-,-,-,-
84113,"Lembaga Eksekutif Keuangan, Perpajakan, dan Bea Cukai","Kelompok ini mencakup kegiatan kelembagaan pemerintah di bidang keuangan, perpajakan, dan bea cukai dalam membantu kelancaran penyelenggaraan pemerintahan, termasuk juga kegiatan-kegiatan kesekretariatannya, seperti lembaga pemerintahan bidang keuangan, Direktorat Jenderal Pajak, dan Direktorat Jenderal Bea dan Cukai.","84113 - Lembaga Eksekutif Keuangan, Perpajakan Dan Bea Cukai",-,-,-,-
84114,Lembaga Eksekutif Perencanaan,"Kelompok ini mencakup kegiatan lembaga pemerintahanan di bidang perencanaan dalam merumuskan koordinasi kebijaksanaan pemerintah dalam menyelenggarakan pemerintahan, termasuk juga kegiatan kesekretariatannya, misalnya lembaga pemerintahan bidang perencanaan pembangunan nasional (Kementerian Perencanaan Pembangunan Nasional/Bappenas).",84114 - Lembaga Eksekutif Perencanaan,Tetap,-,-,-
84115,Lembaga Pemerintah Nonkementerian dengan Tugas Khusus,"Kelompok ini mencakup kegiatan lembaga, badan, atau instansi pemerintah nonkementerian dengan tugas khusus serta kesekretariatannya, yang mempunyai kewajiban membantu kelancaran penyelenggaraan pemerintahan, seperti Arsip Nasional Republik Indonesia, Badan Kepegawaian Negara, Lembaga Administrasi Negara, Kementerian Kependudukan dan Pembangunan Keluarga/BKKBN, Badan Riset dan Inovasi Nasional, Badan Siber dan Sandi Negara, dan Badan Pusat Statistik. Kelompok ini tidak mencakup badan untuk penanggulangan bencana (lihat kelompok 84234).",84115 - Lembaga Pemerintah Non Kementrian Dengan Tugas Khusus,-,-,-,-
84119,Kegiatan Administrasi Pemerintahan Lainnya,"Kelompok ini mencakup kegiatan lembaga/badan/instansi pemerintah lainnya dengan tugas khusus serta kesekretariatannya, yang mempunyai kewajiban membantu kelancaran penyelenggaraan pemerintahan yang belum tercakup dalam kelompok 84111 s.d. 84115, misalnya lembaga-lembaga nonstruktural.",84119 - Kegiatan Administrasi Pemerintahan Lainnya,Tetap,-,-,-
84121,Administrasi Pelayanan Pemerintah Bidang Pendidikan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan pendidikan yang mempunyai kewajiban memberikan pengarahan, pertimbangan, dan mengambil keputusan dalam bidang pendidikan, misalnya kegiatan lembaga pemerintahan bidang pendidikan, baik dasar, menengah, maupun pendidikan tinggi.",84121 - Administrasi Pelayanan Pemerintah Bidang Pendidikan,Tetap,-,-,-
84122,Administrasi Pelayanan Pemerintah Bidang Kesehatan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan kesehatan yang mempunyai kewajiban memberikan pengarahan dan pertimbangan, serta mengambil keputusan dalam bidang pelayanan kesehatan, pengadaan obat-obatan, kesehatan masyarakat, dan pencegahan penyakit, termasuk pembinaan penyediaan air bersih, misalnya kegiatan lembaga pemerintahan bidang kesehatan.",84122 - Administrasi Pelayanan Pemerintah Bidang Kesehatan,Tetap,-,-,-
84123,Administrasi Pelayanan Pemerintah Bidang Perumahan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan sarana dan prasarana tempat tinggal yang memenuhi syarat perumahan, seperti kebersihan dan keindahan, dengan tujuan menjadikan masyarakat yang sehat dan sejahtera, misalnya kegiatan lembaga pemerintah bidang perumahan rakyat.",84123 - Administrasi Pelayanan Pemerintah Bidang Perumahan,Tetap,-,-,-
84124,Administrasi Pelayanan Pemerintah Bidang Kesejahteraan Sosial,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan penyelenggaraan jaminan sosial, bantuan sosial, dan rehabilitasi sosial, misalnya kegiatan lembaga pemerintah bidang sosial.",84124 - Administrasi Pelayanan Pemerintah Bidang Kesejahteraan Sosial,Tetap,-,-,-
84125,Administrasi Pelayanan Pemerintah Bidang Keagamaan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan agama Islam, Kristen, Katolik, Hindu, Buddha, dan Konghucu, dengan tujuan untuk meningkatkan takwa kepada Tuhan Yang Maha Esa dan mencapai kerukunan umat beragama, misalnya kegiatan lembaga pemerintahan bidang keagamaan.",84125 - Administrasi Pelayanan Pemerintah Bidang Keagamaan,Tetap,-,-,-
84126,Administrasi Pelayanan Pemerintah Bidang Kebudayaan/Kesenian/Rekreasi/Olahr aga,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan kebudayaan/kesenian/rekreasi/olahraga, seperti museum, galeri, perpustakaan, tempat/benda peninggalan bersejarah, cagar budaya, berbagai kesenian daerah, dan penyelenggaraan rekreasi dan olahraga, misalnya kegiatan lembaga pemerintahan bidang pemuda dan olahraga dan lembaga pemerintahan bidang kebudayaan dan kesenian.",84126 - Administrasi Pelayanan Pemerintah Bidang Kebudayaan/Kesenian/Rekreasi/Ola hraga,-,-,-,-
84129,Administrasi Pelayanan Pemerintah Bidang Sosial Lainnya Bukan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan pelayanan sosial lainnya bukan kesehatan, pendidikan, keagamaan, dan kebudayaan yang belum termasuk dalam kelompok 84121 s.d. 84126, misalnya lembaga pemerintahan bidang pemberdayaan perempuan dan perlindungan anak.",84129 - Administrasi Pelayanan Pemerintah Bidang Sosial Lainnya Bukan,Tetap,-,-,-
84130,Administrasi Pelayanan Pemerintah Bidang Lingkungan Hidup,"Kelompok ini mencakup - administrasi publik terkait program jasa lingkungan hidup; - administrasi kebijakan publik terkait penelitian dan pengembangan serta dana terkait untuk lingkungan hidup. Kelompok ini juga mencakup - administrasi program penyediaan air minum; - administrasi pengumpulan dan pembuangan limbah; - administrasi program perlindungan lingkungan. Kelompok ini tidak mencakup - kegiatan pembuangan limbah, pembuangan sampah, dan remediasi, lihat golongan pokok37, 38, 39; - pengoperasian cagar alam, lihat subgolongan 9142.",84127 - Administrasi Pelayanan Pemerintah Bidang Lingkungan Hidup,Pecah Kode,-,-,-
84141,Kegiatan Lembaga Pemerintahan Bidang Pertanian,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan, dan penyelenggaraan di bidang pertanian, seperti pertanian tanaman pangan/tanaman perkebunan, peternakan, kehutanan, perburuan dan perikanan, misalnya kegiatan lembaga pemerintahan bidang pertanian, lembaga pemerintahan bidang kelautan dan perikanan, dan lembaga pemerintahan bidang kehutanan.",84131 - Kegiatan Lembaga Pemerintahan Bidang Pertanian,Recoding/Pindah Kode,-,-,-
84142,"Kegiatan Lembaga Pemerintahan Bidang Pertambangan dan Penggalian, Listrik, Air, dan Gas","Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan, dan penyelenggaraan di bidang pertambangan, penggalian, geologi dan sumber daya mineral dan bidang kelistrikan, gas dan air, misalnya kegiatan lembaga pemerintahan bidang energi dan sumber daya mineral.","84132 - Kegiatan Lembaga Pemerintahan Bidang Pertambangan Dan Penggalian, Listrik, Air dan Gas",Recoding/Pindah Kode,-,-,-
84143,Kegiatan Lembaga Pemerintahan Bidang Perindustrian,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan, dan penyelenggaraan di bidang perindustrian, misalnya kegiatanlembaga pemerintahan bidang perindustrian.",84133 - Kegiatan Lembaga Pemerintahan Bidang Perindustrian,Recoding/Pindah Kode,-,-,-
84144,Kegiatan Lembaga Pemerintahan Bidang Komunikasi dan Informatika,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam pembinaan komunikasi dan informatika. Pembinaan komunikasi dan informatika meliputi pembinaan di bidang sumber daya dan perangkat pos dan informatika, penyelenggaraan pos dan informatika, aplikasi informatika, serta informasi dan komunikasi publik, misalnya kegiatan lembaga pemerintahan bidang komunikasi dan informatika.",84134 - Kegiatan Lembaga Pemerintahan Bidang Komunikasi Dan Informatika,Recoding/Pindah Kode,-,-,-
84145,Kegiatan Lembaga Pemerintahan Bidang Konstruksi,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan, dan penyelenggaraan di bidang konstruksi, misalnya kegiatan lembaga pemerintahan bidang pekerjaan umum.",84135 - Kegiatan Lembaga Pemerintahan Bidang Konstruksi,Recoding/Pindah Kode,-,-,-
84146,Kegiatan Lembaga Pemerintahan Bidang Perdagangan dan Pariwisata,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan, dan penyelenggaraan di bidang perdagangan dan pariwisata, misalnya kegiatan lembaga pemerintahan bidang perdagangan dan lembaga pemerintahan bidang pariwisata.",84136 - Kegiatan Lembaga Pemerintahan Bidang Perdagangan Dan Pariwisata,Recoding/Pindah Kode,-,-,-
84147,Kegiatan Lembaga Pemerintahan Bidang Perhubungan,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan, dan penyelenggaraan di bidang perhubungan, misalnya lembaga pemerintahan bidang perhubungan.",84137 - Kegiatan Lembaga Pemerintahan Bidang Perhubungan,Recoding/Pindah Kode,-,-,-
84148,Kegiatan Lembaga Pemerintahan Bidang Ketenagakerjaan,"Kelompok ini mencakup kegiatan lembaga pemerintahan dalam hal pembinaan, pengembangan, dan penyelenggaraan di bidang ketenagakerjaan, misalnya lembaga pemerintahan bidang ketenagakerjaan.",84138 - Kegiatan Lembaga Pemerintahan Bidang Ketenagakerjaan,Recoding/Pindah Kode,-,-,-
